Name,Type,Breed,Outcome Type,Days in Shelter
SOMBRA,DOG,LABRADOR RETR,ADOPTION,10
,CAT,DOMESTIC SH,TRANSFER,14
,CAT,DOMESTIC SH,RETURN TO OWNER,5
*LACEY,CAT,DOMESTIC SH,ADOPTION,45
OGGY,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC SH,RETURN TO OWNER,2
,DOG,CHIHUAHUA SH,EUTHANIZE,0
*TIMMY,CAT,DOMESTIC SH,ADOPTION,24
KIMMY,DOG,VIZSLA/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC SH,TRANSFER,4
ARROW,CAT,BENGAL,RETURN TO OWNER,1
*ROXY,DOG,CHIHUAHUA SH/DACHSHUND,ADOPTION,28
LEO,DOG,SHIH TZU,RETURN TO OWNER,1
LOUIE,DOG,LABRADOR RETR/MIX,TRANSFER,3
,DOG,PIT BULL,EUTHANIZE,15
PUPPY,DOG,PIT BULL/AUST KELPIE,TRANSFER,74
ROCKY,DOG,PIT BULL/MIX,ADOPTION,190
,CAT,DOMESTIC SH,TRANSFER,16
MALIBU,DOG,PIT BULL/MIX,EUTHANIZE,44
,CAT,DOMESTIC SH,TRANSFER,20
*ANYA,DOG,GERM SHEPHERD/MIX,TRANSFER,11
GIZMO,DOG,CHIHUAHUA SH,RETURN TO OWNER,4
*MILO,DOG,JACK/MIX,ADOPTION,17
BLACK,CAT,DOMESTIC SH,EUTHANIZE,0
CHAMP,DOG,PIT BULL,RETURN TO OWNER,0
LUNA,DOG,GERM SHEPHERD,EUTHANIZE,20
,CAT,DOMESTIC SH,TRANSFER,1
LULU,DOG,PIT BULL,RETURN TO OWNER,1
NOAH,CAT,DOMESTIC SH,TRANSFER,15
SIERRA,DOG,PIT BULL,ADOPTION,11
LAYLA,DOG,PIT BULL,TRANSFER,26
*JULIEN,DOG,TR WALKER HOUND,TRANSFER,34
BATMAN,CAT,DOMESTIC MH,ADOPTION,26
YUKI,CAT,SIAMESE,ADOPTION,31
,CAT,DOMESTIC SH,EUTHANIZE,0
SAMPSON,DOG,SCHNAUZER MIN,RETURN TO OWNER,1
BOO,CAT,DOMESTIC SH,TRANSFER,23
,DOG,ROTTWEILER/MIX,EUTHANIZE,26
*NICK,CAT,DOMESTIC SH,TRANSFER,57
*ROSE,DOG,CHIHUAHUA SH,ADOPTION,7
,DOG,CHIHUAHUA SH/MIX,EUTHANIZE,27
SENNA,CAT,DOMESTIC SH,ADOPTION,46
*BARNEY,DOG,POODLE MIN/MIX,TRANSFER,40
DAISY,DOG,MIX,RETURN TO OWNER,0
FATTY,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
TIGRE,DOG,PIT BULL,EUTHANIZE,11
*ONYX,CAT,DOMESTIC SH,ADOPTION,34
PEANUT,DOG,PARSON RUSS TER/MIX,ADOPTION,28
,CAT,DOMESTIC MH,RETURN TO OWNER,10
*MARCUS,DOG,PARSON RUSS TER/MIX,ADOPTION,30
*WILLIAM,CAT,DOMESTIC SH,ADOPTION,71
OLIVER,DOG,PARSON RUSS TER/MIX,ADOPTION,12
SOCKS,DOG,AMERICAN STAFF/PIT BULL,RETURN TO OWNER,8
DANDY,DOG,SCHNAUZER STAND,RETURN TO OWNER,2
HOSS,DOG,AUST KELPIE,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,6
*GRETA,DOG,ROTTWEILER/ALASKAN HUSKY,ADOPTION,16
BEAR,CAT,DOMESTIC SH,ADOPTION,9
*BEATRICE,CAT,DOMESTIC SH,ADOPTION,21
,CAT,DOMESTIC MH,TRANSFER,0
DUMP TRUCK,DOG,PIT BULL,RETURN TO OWNER,0
ROCKY,DOG,QUEENSLAND HEEL/MIX,EUTHANIZE,18
,DOG,BELG MALINOIS/CHESA BAY RETR,TRANSFER,6
*KATSU,CAT,DOMESTIC SH,ADOPTION,70
PEPE,DOG,SHIH TZU,ADOPTION,12
,CAT,DOMESTIC MH,DIED,1
,DOG,PIT BULL,RETURN TO OWNER,4
,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,1
,DOG,CHIHUAHUA SH,EUTHANIZE,0
*FONZI,CAT,DOMESTIC SH,ADOPTION,57
,DOG,CHIHUAHUA SH,TRANSFER,5
SHILOH II,DOG,LABRADOR RETR/MIX,ADOPTION,15
,CAT,BENGAL,RETURN TO OWNER,1
KENYA,DOG,CHIHUAHUA SH,ADOPTION,24
,CAT,SIAMESE/MIX,EUTHANIZE,7
*THERESA,CAT,DOMESTIC SH,ADOPTION,90
,CAT,DOMESTIC SH,TRANSFER,3
*RANGE,CAT,DOMESTIC SH,TRANSFER,56
BUBA,CAT,DOMESTIC SH,ADOPTION,20
YODA,CAT,DOMESTIC MH,ADOPTION,41
BOY,DOG,PIT BULL,RETURN TO OWNER,1
LEXI,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
*VENUS,CAT,DOMESTIC MH,ADOPTION,24
LION KING,CAT,DOMESTIC SH,EUTHANIZE,25
,OTHER,CHICKEN,TRANSFER,15
*CLAIRE,CAT,DOMESTIC SH,ADOPTION,21
ZERO,DOG,SIBERIAN HUSKY,RETURN TO OWNER,1
*PIPPI,CAT,DOMESTIC LH,ADOPTION,14
RED BUD,DOG,MIN PINSCHER,ADOPTION,13
*PENNY,DOG,SHIH TZU,TRANSFER,15
TIBERIUS,DOG,RAT TERRIER/MIX,RETURN TO OWNER,3
PANCHITO,OTHER,RABBIT SH,RETURN TO OWNER,8
HUNTER,DOG,PIT BULL,TRANSFER,34
TANK,DOG,PIT BULL,ADOPTION,35
THUNDER,CAT,DOMESTIC SH,RETURN TO OWNER,1
BENSON,DOG,DOBERMAN PINSCH/MIX,ADOPTION,54
BREEZEY,CAT,DOMESTIC SH,ADOPTION,53
BOY GEORGE,CAT,DOMESTIC SH,RETURN TO OWNER,4
,OTHER,BOER,TRANSFER,43
,CAT,DOMESTIC MH,EUTHANIZE,3
*LARRY,CAT,DOMESTIC SH,ADOPTION,16
COCONUT,DOG,COCKER SPAN,RETURN TO OWNER,0
,OTHER,TURKEY,,14
WRIGLEY,DOG,ENG BULLDOG,RETURN TO OWNER,0
TANKER,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
LUCKY,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,1
CHARLIE,DOG,FOX TERR SMOOTH,RETURN TO OWNER,1
PRINCESS,DOG,GERM SHEPHERD,RETURN TO OWNER,0
,CAT,DOMESTIC MH,DIED,25
,CAT,DOMESTIC SH,TRANSFER,5
TAFFY,DOG,SIBERIAN HUSKY,EUTHANIZE,14
,CAT,DOMESTIC SH,RETURN TO OWNER,3
*ROSE,DOG,CHIHUAHUA SH,ADOPTION,15
SAM,DOG,LABRADOR RETR,RETURN TO OWNER,0
ESTRELLA,DOG,CHIHUAHUA SH,ADOPTION,27
,OTHER,RAT,TRANSFER,4
ALIYA,DOG,GERM SHEPHERD,EUTHANIZE,7
,CAT,DOMESTIC SH,EUTHANIZE,7
,CAT,DOMESTIC SH,TRANSFER,5
,CAT,DOMESTIC SH,EUTHANIZE,0
LUNA,DOG,GERM SHEPHERD,RETURN TO OWNER,11
*WILMA,DOG,POODLE MIN/MIX,TRANSFER,25
,CAT,DOMESTIC SH,TRANSFER,3
*STACY,CAT,DOMESTIC SH,ADOPTION,17
CHLOE,DOG,CHIHUAHUA SH/MIX,TRANSFER,6
,CAT,DOMESTIC SH,RETURN TO OWNER,7
,CAT,DOMESTIC SH,EUTHANIZE,17
CHARLES,DOG,PARSON RUSS TER/MIX,ADOPTION,34
COOKIE,DOG,PIT BULL,ADOPTION,88
*ALBERT,OTHER,LOP-MINI/MIX,TRANSFER,37
ANGUS,DOG,SCHNAUZER MIN/MIX,RETURN TO OWNER,0
CALI,DOG,PIT BULL,RETURN TO OWNER,0
NALA,DOG,ROTTWEILER,RETURN TO OWNER,19
QUEEN,DOG,CANE CORSO/MIX,RETURN TO OWNER,1
CHIKILIN,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,2
OSCAR,DOG,SHIH TZU,RETURN TO OWNER,1
,CAT,DOMESTIC MH,TRANSFER,12
JAXX,CAT,DOMESTIC SH,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,0
KALI,DOG,YORKSHIRE TERR,RETURN TO OWNER,5
LUKE,DOG,POODLE STND,RETURN TO OWNER,1
EMILY,CAT,SIAMESE/MIX,ADOPTION,11
DIOR,CAT,DOMESTIC SH,EUTHANIZE,15
ZOEY,CAT,DOMESTIC SH,ADOPTION,13
MEEKA,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
*TIGER,DOG,AUST KELPIE/MIX,ADOPTION,22
,CAT,DOMESTIC MH,EUTHANIZE,0
*LICORICE,DOG,PIT BULL/MIX,TRANSFER,32
MOLLY,DOG,GOLDEN RETR/MIX,ADOPTION,13
*ZORO,DOG,CAIRN TERRIER/MIX,TRANSFER,22
PENELOPE,DOG,PARSON RUSS TER/MIX,RETURN TO OWNER,1
MELANEA,DOG,LABRADOR RETR,RETURN TO OWNER,0
*SHERLOCK,DOG,PARSON RUSS TER/MIX,ADOPTION,53
*PHOEBE,CAT,DOMESTIC SH,ADOPTION,61
*ALICE,CAT,DOMESTIC SH,ADOPTION,54
LOUIE,DOG,POODLE MIN,RETURN TO OWNER,0
DAISY,DOG,GERM SHEPHERD/ANATOL SHEPHERD,RETURN TO OWNER,1
*JACK,CAT,DOMESTIC SH,ADOPTION,17
SAMMY,DOG,CHIHUAHUA SH,ADOPTION,18
LONI,DOG,LABRADOR RETR/MIX,ADOPTION,12
CHALULA,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
,CAT,DOMESTIC LH,EUTHANIZE,1
KOLA,DOG,PIT BULL/MIX,RETURN TO OWNER,0
*RAIDER,DOG,BORDER COLLIE,TRANSFER,8
*HENNA,CAT,DOMESTIC SH,ADOPTION,14
PELUCHIN,DOG,POODLE MIN/BICHON FRISE,RETURN TO OWNER,0
,CAT,DOMESTIC SH,TRANSFER,10
,DOG,LABRADOR RETR,EUTHANIZE,0
*RODNEY,OTHER,DUTCH/MIX,TRANSFER,23
PIPPIN,DOG,GREAT PYRENEES,RETURN TO OWNER,18
GOOBER,DOG,COCKER SPAN/MIX,RETURN TO OWNER,0
,OTHER,CHICKEN,TRANSFER,21
DORY,DOG,LABRADOR RETR,RETURN TO OWNER,1
JAGUAR,DOG,AMERICAN STAFF,EUTHANIZE,266
,CAT,DOMESTIC SH,RETURN TO OWNER,3
,OTHER,ALPINE/MIX,TRANSFER,16
*GEORGE,CAT,DOMESTIC SH,ADOPTION,24
VAN,CAT,DOMESTIC SH,ADOPTION,8
,CAT,DOMESTIC LH,EUTHANIZE,8
,CAT,DOMESTIC SH,TRANSFER,0
*THELMA,DOG,CHIHUAHUA SH,ADOPTION,10
,CAT,DOMESTIC SH,EUTHANIZE,1
,DOG,PIT BULL,RETURN TO OWNER,2
,CAT,DOMESTIC SH,EUTHANIZE,1
TYSON,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,0
HOOCH,DOG,PIT BULL,RETURN TO OWNER,0
,OTHER,RABBIT SH,TRANSFER,5
,CAT,DOMESTIC SH,TRANSFER,4
SHELBY,DOG,PIT BULL/MIX,ADOPTION,120
,OTHER,FINCH,ADOPTION,15
,DOG,PARSON RUSS TER,TRANSFER,32
,CAT,DOMESTIC LH,EUTHANIZE,0
*MOLLY,DOG,PIT BULL,ADOPTION,62
*LEXUS,DOG,LABRADOR RETR/ROTTWEILER,ADOPTION,74
,CAT,DOMESTIC MH,DIED,4
,DOG,BULLDOG,TRANSFER,9
MAX,DOG,BORDER COLLIE,RETURN TO OWNER,0
MAVERICK,CAT,DOMESTIC SH,ADOPTION,25
SNOW,DOG,PIT BULL,RETURN TO OWNER,2
TWINKIE,DOG,CHIHUAHUA SH,ADOPTION,21
MIKEY,DOG,CHIHUAHUA SH,ADOPTION,17
SOPHIE,DOG,CHIHUAHUA SH/MIX,ADOPTION,17
PANDA,DOG,SIBERIAN HUSKY/LABRADOR RETR,RETURN TO OWNER,11
,OTHER,RAT,TRANSFER,4
RUCK,DOG,PIT BULL,EUTHANIZE,18
LITTLE,DOG,MALTESE/POODLE TOY,RETURN TO OWNER,0
*TAZ,CAT,DOMESTIC SH,ADOPTION,38
BLUE,DOG,PIT BULL/MIX,RETURN TO OWNER,0
JAKE,DOG,BORDER COLLIE/PARSON RUSS TER,ADOPTION,26
EINSTEIN,DOG,KOMONDOR,RETURN TO OWNER,1
*WOODY,DOG,TR WALKER HOUND/MIX,TRANSFER,18
GRACE,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
SADIE,DOG,LABRADOR RETR/PORT WATER DOG,RETURN TO OWNER,0
*CHIP,DOG,CHIHUAHUA SH,TRANSFER,36
,DOG,GREAT PYRENEES/MIX,EUTHANIZE,7
BAILEY,DOG,BELG MALINOIS,RETURN TO OWNER,1
FRISCO,DOG,PIT BULL,RETURN TO OWNER,2
*BUSTER,OTHER,RABBIT SH,ADOPTION,37
*FIONA,DOG,ENG BULLDOG,ADOPTION,47
,CAT,DOMESTIC SH,TRANSFER,5
JITANA,DOG,PIT BULL/MIX,RETURN TO OWNER,3
ACE,DOG,COLLIE ROUGH/MIX,RETURN TO OWNER,1
MISTY,DOG,AUST SHEPHERD/MIX,RETURN TO OWNER,2
,CAT,DOMESTIC SH,TRANSFER,0
*SNOWBIRD,OTHER,DOVE,ADOPTION,20
CHECKERS,DOG,AUST SHEPHERD/MIX,ADOPTION,14
TIMO,DOG,BULL TERRIER,RETURN TO OWNER,1
,CAT,DOMESTIC SH,DIED,4
GEORGE,DOG,PIT BULL,ADOPTION,53
*PRECIOUS,DOG,LABRADOR RETR/MIX,TRANSFER,33
PIPPA,DOG,GERM SHEPHERD/MIX,ADOPTION,7
*NUTMEG,CAT,DOMESTIC MH,ADOPTION,5
,OTHER,DUCK,TRANSFER,23
PASTOR,DOG,AUST CATTLE DOG,RETURN TO OWNER,1
ROCCO,DOG,PIT BULL,RETURN TO OWNER,2
MAX,DOG,LABRADOR RETR/MIX,ADOPTION,13
*ANGUS,CAT,DOMESTIC MH,ADOPTION,17
,DOG,TOY FOX TERRIER/MIX,EUTHANIZE,15
*JAZZ,CAT,DOMESTIC SH,ADOPTION,60
,OTHER,CHICKEN,EUTHANIZE,89
JESSE,DOG,BORDER COLLIE,RETURN TO OWNER,1
*ERIC,CAT,DOMESTIC LH,ADOPTION,37
,CAT,DOMESTIC SH,TRANSFER,3
ZEPPELIN,CAT,DOMESTIC LH,ADOPTION,24
HAZEL,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
*JULIA,DOG,ITAL GREYHOUND,EUTHANIZE,133
*CHARLOTTE,CAT,DOMESTIC SH,ADOPTION,7
SUPERMAN,DOG,PIT BULL,EUTHANIZE,39
,CAT,DOMESTIC SH,EUTHANIZE,0
,DOG,CHIHUAHUA SH/MIX,TRANSFER,8
*TACO BELL,CAT,DOMESTIC LH,ADOPTION,61
SIRIUS,DOG,SIBERIAN HUSKY,RETURN TO OWNER,1
,DOG,IRISH SETTER/MIX,TRANSFER,12
LUNA,DOG,SIBERIAN HUSKY/AUST SHEPHERD,RETURN TO OWNER,1
,OTHER,CHICKEN,EUTHANIZE,0
BO,DOG,AMER BULLDOG/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC MH,TRANSFER,0
KAI,CAT,DOMESTIC MH,RETURN TO OWNER,5
*CLAIRE,DOG,PARSON RUSS TER/CHIHUAHUA SH,ADOPTION,13
PIXIE,DOG,COCKER SPAN/MIX,RETURN TO OWNER,1
SHORTY,DOG,DACHSHUND,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,1
TUXEDO,CAT,DOMESTIC LH,RETURN TO OWNER,4
DALTON,DOG,WELSH CORGI PEM/MIX,RETURN TO OWNER,4
RAIDER,DOG,PIT BULL,ADOPTION,52
,OTHER,CHICKEN,ADOPTION,14
LEELU,DOG,PIT BULL/MIX,EUTHANIZE,11
QUINN,CAT,DOMESTIC MH,ADOPTION,65
STELLA,DOG,PIT BULL,ADOPTION,16
,CAT,DOMESTIC SH,RETURN TO OWNER,6
BLUE,DOG,POODLE MIN/MIX,TRANSFER,50
,CAT,DOMESTIC SH,TRANSFER,0
LUNA,DOG,GERM SHEPHERD,RETURN TO OWNER,0
*BUN BUN,OTHER,RABBIT SH,ADOPTION,19
,CAT,DOMESTIC LH,TRANSFER,4
EDUARDO,CAT,DOMESTIC SH,ADOPTION,14
*NANCY,DOG,PIT BULL,ADOPTION,148
GINGER,CAT,DOMESTIC SH,EUTHANIZE,13
*LIAM,CAT,DOMESTIC SH,ADOPTION,2
PEPPER,DOG,BULL TERRIER/LABRADOR RETR,RETURN TO OWNER,0
*NEO,DOG,PARSON RUSS TER,TRANSFER,27
BETA,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,9
FOZZY/PUIPUI,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,2
OSO,DOG,"ROTTWEILER, MIX",EUTHANIZE,12
BENTLY,DOG,BELG MALINOIS,RETURN TO OWNER,13
,OTHER,CHICKEN,ADOPTION,14
JOEY,DOG,LHASA APSO/MIX,RETURN TO OWNER,1
,OTHER,GOAT,RETURN TO OWNER,19
*BUTCH,DOG,PUG/MIX,ADOPTION,52
,DOG,AUST SHEPHERD/MIX,TRANSFER,9
KYNDRA,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC MH,TRANSFER,16
BUDDY,DOG,CHIHUAHUA SH/MIX,ADOPTION,32
*FORKY,CAT,DOMESTIC SH,ADOPTION,18
TOOTIE,CAT,DOMESTIC SH,ADOPTION,13
STARLA,DOG,DACHSHUND WH/CAIRN TERRIER,ADOPTION,2
,CAT,DOMESTIC SH,EUTHANIZE,4
ELIZABETH,CAT,DOMESTIC SH,ADOPTION,747
*GOOSE,OTHER,GUINEA PIG,DIED,20
STELLA,DOG,GERM SHEPHERD,RETURN TO OWNER,1
AMOS MOSES,DOG,GERM SHEPHERD/CHOW CHOW,ADOPTION,31
ARTHUR,DOG,PIT BULL,EUTHANIZE,42
,DOG,GERM SHEPHERD/ALASKAN HUSKY,TRANSFER,30
*ERIC,CAT,SIAMESE/MIX,ADOPTION,6
HAPPY,DOG,PIT BULL,TRANSFER,33
SHILO,DOG,PIT BULL/MIX,RETURN TO OWNER,10
*BERNARD,CAT,DOMESTIC SH,ADOPTION,2
MAGGIE MAE,DOG,BLACK MOUTH CUR/CATAHOULA,ADOPTION,14
,OTHER,CHICKEN,TRANSFER,18
WHISKEY,DOG,PIT BULL,RETURN TO OWNER,3
*LOKI,CAT,DOMESTIC SH,TRANSFER,34
,CAT,DOMESTIC SH,EUTHANIZE,9
,CAT,DOMESTIC SH,TRANSFER,14
BUDDY,DOG,BEAGLE/MIX,ADOPTION,34
,OTHER,GOAT,RETURN TO OWNER,2
LEO,DOG,DOBERMAN PINSCH,ADOPTION,73
MAISY,DOG,CHIHUAHUA SH/MIX,ADOPTION,14
AMOS MOSES,DOG,GERM SHEPHERD/CHOW CHOW,EUTHANIZE,10
*PETER,DOG,GERM SHEPHERD/MIX,ADOPTION,23
*JOJO,DOG,GOLDEN RETR/MIX,TRANSFER,43
*BEN,OTHER,RAT,EUTHANIZE,17
,CAT,DOMESTIC SH,TRANSFER,0
*SPINNER,DOG,PIT BULL/MIX,TRANSFER,26
,CAT,DOMESTIC SH,EUTHANIZE,0
LITTLE MAN,DOG,CHIHUAHUA SH/MIX,TRANSFER,52
*THELMA,DOG,POODLE MIN,ADOPTION,14
,CAT,DOMESTIC SH,TRANSFER,3
HAPPY,DOG,WEIMARANER,ADOPTION,26
,CAT,DOMESTIC SH,TRANSFER,12
*MARSHA,CAT,DOMESTIC MH,ADOPTION,28
REXI,DOG,PIT BULL,EUTHANIZE,19
SUMMER,DOG,SIBERIAN HUSKY/MIX,ADOPTION,39
,OTHER,BAT,EUTHANIZE,0
,CAT,SIAMESE/MIX,TRANSFER,0
,DOG,PIT BULL/MIX,EUTHANIZE,27
*REY,CAT,DOMESTIC SH,ADOPTION,66
,OTHER,TORTOISE,TRANSFER,1
TULA,DOG,RHOD RIDGEBACK/MIX,RETURN TO OWNER,3
*RINGO,CAT,DOMESTIC SH,ADOPTION,6
KITTY,CAT,DOMESTIC SH,RETURN TO OWNER,6
,CAT,DOMESTIC SH,TRANSFER,3
ROWDY,DOG,MIN PINSCHER/CHIHUAHUA SH,RETURN TO OWNER,1
ZOEY,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,0
LUCY,DOG,BORDER COLLIE,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,23
SID,DOG,ROTTWEILER,RETURN TO OWNER,2
*RICKY,DOG,CHIHUAHUA SH/MIX,ADOPTION,46
,OTHER,CHICKEN,TRANSFER,19
,CAT,DOMESTIC SH,TRANSFER,0
KARMA,DOG,PIT BULL,RETURN TO OWNER,5
SASHA,DOG,GERM SHEPHERD,ADOPTION,34
,CAT,DOMESTIC MH,TRANSFER,15
*APOLLO,CAT,DOMESTIC SH,ADOPTION,75
HASHKY,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,0
,DOG,GERM SHEPHERD,EUTHANIZE,22
BOGEY,DOG,BORDER COLLIE,TRANSFER,30
JACQUIE,DOG,LHASA APSO,ADOPTION,22
BISCUIT,DOG,CATAHOULA/MIX,RETURN TO OWNER,3
,CAT,DOMESTIC SH,EUTHANIZE,11
,CAT,DOMESTIC SH,EUTHANIZE,7
,OTHER,BAT,EUTHANIZE,0
*PETER,CAT,SIAMESE,ADOPTION,8
APOLLO,CAT,DOMESTIC SH,RETURN TO OWNER,5
HERACLES,DOG,GERM SHEPHERD,EUTHANIZE,35
ANNE,CAT,DOMESTIC SH,ADOPTION,41
*JOHNNY,CAT,DOMESTIC MH,ADOPTION,17
NELLA,DOG,ANATOL SHEPHERD,RETURN TO OWNER,0
,DOG,PIT BULL,EUTHANIZE,14
NALA,CAT,DOMESTIC SH,EUTHANIZE,7
CLIPSY,CAT,DOMESTIC SH,ADOPTION,28
*BRIDGET,OTHER,RABBIT SH,ADOPTION,23
RIVER,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,1
CHLOE,DOG,CAIRN TERRIER/MIX,ADOPTION,2
ROSCOE,DOG,AMER BULLDOG/MIX,TRANSFER,41
,OTHER,GUINEA PIG,EUTHANIZE,2
PRINCESS,CAT,DOMESTIC SH,RETURN TO OWNER,0
JACK,DOG,LABRADOR RETR,TRANSFER,33
BERKLEY,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,1
RAMA,DOG,GERM SHEPHERD,ADOPTION,34
,CAT,DOMESTIC MH,TRANSFER,0
,CAT,DOMESTIC SH,TRANSFER,0
RUCA,DOG,PIT BULL,RETURN TO OWNER,0
,OTHER,BAT,EUTHANIZE,0
SINBAD,CAT,DOMESTIC SH,TRANSFER,50
SAMMY,CAT,DOMESTIC SH,RETURN TO OWNER,6
TUCKER,DOG,LABRADOR RETR/MIX,ADOPTION,9
*ALVIN,OTHER,GUINEA PIG,TRANSFER,11
*JERICHO,CAT,DOMESTIC SH,ADOPTION,30
*TILLY,DOG,PIT BULL,ADOPTION,243
ALASKA,DOG,SIBERIAN HUSKY/AKITA,RETURN TO OWNER,2
*FERRARI,DOG,FOX TERR SMOOTH/MIX,TRANSFER,16
CALI,DOG,PIT BULL/MIX,RETURN TO OWNER,1
*PATSY,DOG,CHIHUAHUA SH/MIX,ADOPTION,16
*RONNIE,CAT,DOMESTIC SH,ADOPTION,21
MACE,DOG,MASTIFF,RETURN TO OWNER,1
ELVIS,DOG,POMERANIAN,ADOPTION,9
MILLIE,DOG,AKITA/GERM SHEPHERD,RETURN TO OWNER,0
BELLA,DOG,POMERANIAN,RETURN TO OWNER,0
SHOCKY,DOG,WELSH CORGI CAR/MIX,RETURN TO OWNER,0
BUTTER PECAN,CAT,DOMESTIC MH,TRANSFER,11
*TRIXIE,CAT,DOMESTIC MH,ADOPTION,31
CHIBI,CAT,DOMESTIC SH,EUTHANIZE,40
DIAMOND,DOG,PIT BULL,RETURN TO OWNER,0
*KRISSY,DOG,GERM SHEPHERD,ADOPTION,53
,DOG,CAIRN TERRIER/MIX,EUTHANIZE,0
,CAT,DOMESTIC SH,TRANSFER,0
CHOCOLATE,DOG,GERM SH POINT,RETURN TO OWNER,0
*CHER,CAT,DOMESTIC SH,ADOPTION,18
EVER,DOG,COCKER SPAN,RETURN TO OWNER,1
BAILEY,DOG,CHIHUAHUA SH,RETURN TO OWNER,4
*KRISSY,OTHER,HOTOT/MIX,ADOPTION,24
,CAT,DOMESTIC SH,TRANSFER,6
*PHOEBE,DOG,AUST KELPIE/MIX,TRANSFER,23
LOKI,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
BALTO,DOG,GERM SHEPHERD,RETURN TO OWNER,0
,DOG,CHIHUAHUA SH,TRANSFER,5
GINA,CAT,DOMESTIC SH,ADOPTION,47
*PEE-WEE,DOG,LABRADOR RETR/MIX,TRANSFER,20
SHASTA,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
LOBO,DOG,SIBERIAN HUSKY/AIREDALE TERR,RETURN TO OWNER,1
ZEUS,DOG,ROTTWEILER,RETURN TO OWNER,0
AYU,DOG,PIT BULL,RETURN TO OWNER,2
,OTHER,CHICKEN,ADOPTION,24
AUSTIN,CAT,DOMESTIC SH,ADOPTION,32
*ANDERS,CAT,DOMESTIC LH,ADOPTION,18
LITTLE GUY,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,0
STANLEY,DOG,LABRADOR RETR,RETURN TO OWNER,0
*KODY,CAT,DOMESTIC SH,ADOPTION,4
,CAT,DOMESTIC SH,TRANSFER,5
*BELLA,CAT,DOMESTIC SH,ADOPTION,34
*MISSY,CAT,DOMESTIC LH,ADOPTION,8
PEPPER,DOG,CHIHUAHUA LH/MIX,RETURN TO OWNER,1
,DOG,AKBASH,TRANSFER,22
CHLOE,DOG,CHIHUAHUA LH/MIX,TRANSFER,13
RAIDER,DOG,PIT BULL,RETURN TO OWNER,2
,OTHER,CHICKEN,EUTHANIZE,89
,OTHER,CHICKEN,ADOPTION,16
MAUI,CAT,DOMESTIC SH,ADOPTION,14
,CAT,DOMESTIC SH,TRANSFER,0
,CAT,DOMESTIC SH,TRANSFER,0
PUPPY,DOG,POODLE MIN,TRANSFER,10
KODA,DOG,AM PIT BULL TER/MIX,RETURN TO OWNER,0
*TIPTOES,CAT,DOMESTIC SH,ADOPTION,62
*SONNY,DOG,PIT BULL/MIX,TRANSFER,45
,OTHER,CHICKEN,ADOPTION,14
CHARLIE,DOG,POODLE STND,RETURN TO OWNER,2
SWISHER,DOG,PIT BULL/LABRADOR RETR,RETURN TO OWNER,20
POOKIES,DOG,POODLE MIN/YORKSHIRE TERR,RETURN TO OWNER,4
PETE,DOG,POMERANIAN/YORKSHIRE TERR,ADOPTION,9
,OTHER,BAT,EUTHANIZE,0
*RACHAEL,CAT,DOMESTIC SH,ADOPTION,81
BOUDAN,DOG,ROTTWEILER,RETURN TO OWNER,0
*LIZZIE,DOG,AUST CATTLE DOG,TRANSFER,32
*PHILLIP,CAT,DOMESTIC SH/MIX,ADOPTION,189
*OLLIE,CAT,DOMESTIC SH,ADOPTION,3
CLEO,DOG,LABRADOR RETR,RETURN TO OWNER,1
INDICA,DOG,PIT BULL,EUTHANIZE,28
,OTHER,GOAT,RETURN TO OWNER,2
B.B.,CAT,DOMESTIC SH,ADOPTION,35
,CAT,DOMESTIC SH,EUTHANIZE,7
CALI,DOG,PIT BULL,RETURN TO OWNER,0
NYX,DOG,STAFFORDSHIRE,RETURN TO OWNER,0
